time,command_model_x,command_model_y,command_model_theta,measured_model_x,measured_model_y,measured_model_theta,actual_x,actual_y,actual_theta,command_v,odom_v,wheel_derived_v,command_delta,left_steering,right_steering,rear_left_omega,rear_right_omega,command_position_error,measured_position_error,command_heading_error,measured_heading_error
0.020016555000000002,0.3379238116636649,0.043768069115492615,0.2373189026671649,0.3355877001158244,0.04322013539346735,0.23039211377205734,0.3356258636108281,0.043229098751577245,0.23038527391496635,0.12,0.00012372459066876598,0.008233858578793725,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.1606394141061288,0.2510535148335574,0.0023603080957187964,3.9201966015781825e-05,0.006933628752198551,6.839857090989998e-06
0.040155718,0.34027277545325896,0.04433622919723025,0.24429531337474716,0.3358540270957817,0.04328260425384019,0.23118179946253528,0.3357515322950626,0.04329679720190924,0.23074940990536338,0.12,0.013583243135953153,0.01810894416496986,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.3518009240282352,0.5536462842202579,0.004639187274559452,0.00010347281744178496,0.01354590346938378,0.0004323895571718972
0.060044611000000005,0.34258857771647794,0.04491349864063803,0.25118502801120735,0.33626855716782866,0.043380180610764534,0.23241114998910706,0.3360694578933591,0.04347174817767081,0.23171665512473583,0.12,0.021411926469048673,0.023039529916514614,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.44836113857445625,0.7036153572512743,0.0066766434430518195,0.0002191463903499956,0.01946837288647152,0.0006944948643712312
0.080089697,0.34491850279886566,0.045511368123069586,0.25812884949002485,0.336762099901998,0.043496996322866056,0.23387524908936505,0.33648462335139734,0.0436993178807082,0.23297408073561637,0.12,0.025301902211472074,0.025527326631666493,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.49751844364698167,0.7788478879363431,0.008626346191480519,0.00034340537110086333,0.025154768754408474,0.000901168353748677
0.10013749400000001,0.34724453478721634,0.046125484690779386,0.26507361008679026,0.3372939705554333,0.04362370642031825,0.2354535969618308,0.33694890321069254,0.04395266501523649,0.2343690795283258,0.12,0.02727260962517646,0.026781615951223383,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.521749377468518,0.8173314200926511,0.010522412979062375,0.00047674440696984045,0.03070453055846445,0.001084517433504989
0.120079374,0.3495539797064036,0.046752410274477726,0.27198167995847855,0.33784237289870195,0.04375526998216951,0.23708161749023726,0.3374374615675251,0.04422032067322811,0.23583976619177113,0.12,0.028280325335075133,0.027422356372680836,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5343388436261195,0.8367789750079223,0.01237826682369261,0.000616624141085563,0.03614191376670742,0.001241851298466129
0.14016456800000002,0.3518756042101563,0.04739989457778495,0.27893939525605405,0.33840461469556227,0.04389112207683149,0.2387513770282166,0.3379382160343147,0.04449572772231306,0.2373481514973395,0.12,0.02879841097081714,0.027742655692569965,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5410685497528972,0.846064234875601,0.014236747321228649,0.000763593935126343,0.041591243758714536,0.0014032255308771002
0.160012801,0.3541653313062864,0.0480556870080924,0.2858150248553471,0.33896509876982067,0.04402754037390786,0.240416590601292,0.3384451171887651,0.044775612156949376,0.23887581466472654,0.12,0.02906288447964019,0.027927326704273923,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5443229965261569,0.8520433386875392,0.01605876778989652,0.0009110390975254521,0.046939210190620556,0.0015407759365654583
0.18016474700000001,0.35648546237292333,0.0487374825719367,0.292795863724024,0.33953658462275904,0.04416764486632423,0.24211518155878184,0.3389548813621363,0.04505806476114546,0.2404137660622907,0.12,0.029198627662553874,0.02799675980733592,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5458826639321815,0.8539553264346144,0.01791254828331621,0.0010635912149470675,0.0523820976617333,0.0017014154964911377
0.200037024,0.35876864546480514,0.04942577134165276,0.29967982240924046,0.34010127246745153,0.04430710001775609,0.24379426886345154,0.33946589605302346,0.0453422170104824,0.24195690181487153,0.12,0.029269565053182692,0.028044059739058894,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5468010595370164,0.8554019274159284,0.019729965809135552,0.0012145659210772467,0.057722920594368926,0.0018373670485800075
0.220037793,0.36106176817383345,0.050134312938070504,0.30660829202893025,0.3406701415338507,0.044448601620340776,0.24548649303654427,0.3399773847205682,0.04562763740963399,0.24350302154472644,0.12,0.02930905552274349,0.028068251964295726,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5473329757445391,0.8560796224702472,0.021560643541483952,0.001367493105936414,0.0631052704842038,0.001983471491817823
0.24002830100000003,0.3633487528796217,0.05085835358672414,0.3135332071339527,0.34123897658587987,0.044591117348264854,0.24717933101147158,0.3404889911583056,0.04591415228419114,0.2450508900340906,0.12,0.029334736081305098,0.028096764469668904,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5477511348929813,0.8570870885904638,0.023388326842151783,0.0015208220090645807,0.0684823170998621,0.002128440977380963
0.260095399,0.365639411616725,0.05160104856379847,0.32048465379324553,0.34181002948858263,0.04473521655250336,0.24887949276443166,0.3410005807544118,0.046201669874095345,0.24660002065063447,0.12,0.029349201735220858,0.028108789522081592,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5481027594595986,0.857336716644481,0.025223506427467533,0.001675020178284109,0.07388463314261107,0.0022794721137971985
0.28004323000000003,0.3679112689340857,0.05235514018731655,0.32739478515180503,0.342377722813012,0.044879495071982786,0.2505703801098434,0.3415119728786652,0.0464901086737709,0.24815009302741772,0.12,0.02936362145968056,0.028120087982501457,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5482426562984194,0.8577617428266535,0.027042955217147124,0.0018285510993916374,0.07924469212438731,0.0024202870824256706
0.300085694,0.37018861394972324,0.053128564333374484,0.33433769834317906,0.3429479007000743,0.04502543186178554,0.25226940034101775,0.3420230662335941,0.04677941522801449,0.2497006453610939,0.12,0.02936554471028549,0.0281211212102164,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5481815469402992,0.8578745135705206,0.028872301129484686,0.001982870757108891,0.08463705298208515,0.002568754979923843
0.320040561,0.37245060471553687,0.053914331792612076,0.341250267043635,0.34351558210025557,0.04517175781181321,0.2539617198926078,0.34253376184168866,0.04706951921214532,0.25125157222536915,0.12,0.029378130618421164,0.02812441353938925,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.548317822661863,0.8579028543075995,0.030689883460193176,0.002136695896173084,0.08999869481826583,0.0027101476672386493
0.340061377,0.37471456735202685,0.05471836502338152,0.34818568114783255,0.34408483470548445,0.04531951656939307,0.25565946638674214,0.34304407552798777,0.04736045096532329,0.25280255632042353,0.12,0.029375258093501246,0.028140142739734905,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5484399437714723,0.8585671932152728,0.03251398086458035,0.0022909807668408375,0.09538312482740902,0.0028569100663186076
0.36000373300000005,0.376964049056917,0.055534867910165854,0.3550939159107578,0.34465191741949625,0.04546774017898396,0.257351489443547,0.34355408637883805,0.04765223736426562,0.254354225602809,0.12,0.029391410944263747,0.028154900231772917,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5486348168468266,0.8591101947418192,0.0343272700702195,0.002444843746814127,0.10073969030794877,0.002997263840738007
0.380262549,0.37924344260956816,0.05638009429553669,0.36211177563339564,0.3452279148540111,0.04561933555727108,0.2590708745160019,0.34406380745262033,0.047944911761723864,0.25590631384075757,0.12,0.029400161423721823,0.028172856037353037,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5490321314472194,0.8596106704204325,0.03617677478928575,0.0026006635162376945,0.10620546179263807,0.0031645606752443434
0.40001456,0.381459975707514,0.057219751928590745,0.3689540729541275,0.34578945474045136,0.045768158738185474,0.2607478643371816,0.3445733337380054,0.04823853146514083,0.2574591468205032,0.12,0.029410995913875054,0.02817568759937239,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5491638247457347,0.8596205552228849,0.037964281592041266,0.0027534871894880813,0.11149492613362433,0.0032887175166784184
0.420235499,0.38372319635971175,0.058094849674940496,0.37595881169907774,0.34636412966974817,0.04592149493377246,0.26246484633873596,0.3450825277079212,0.04853301749751875,0.2590123191271787,0.12,0.029414064919273994,0.028182802418477912,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5492583153356101,0.8598818055882854,0.03980615415292775,0.0029090468695974537,0.11694649257189906,0.0034525272115572547
0.44014743900000003,0.385945741634017,0.0589721646750284,0.38285651005053034,0.3469298162922471,0.04607347374769561,0.2641557507189315,0.34559132033264683,0.04882833191162606,0.26056565601601983,0.12,0.029416845342437204,0.028185973354984704,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5494210794854613,0.859877588263774,0.04160981448769454,0.003062811606553779,0.12229085403451051,0.0035900947029116614
0.460207898,0.3881787146001676,0.05987144702925675,0.3898056568927608,0.34749971043648203,0.04622761662709518,0.26586000853125247,0.3460997701437975,0.04912451477063418,0.26211941016654516,0.12,0.02942964685041475,0.02819435831132607,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5495065775974128,0.8602113379688904,0.04342964562984257,0.0032174293585285393,0.12768624672621565,0.0037405983647073038
0.48013221500000003,0.390390272972734,0.06078001658560846,0.3967076427627825,0.34806556985689363,0.04638170360867492,0.26755298343154116,0.34660789456629115,0.04942157061667845,0.26367352137743055,0.12,0.029434570261443416,0.028195508775758146,0.5235987755982988,0.6108652381980153,0.4385677132548776,0.5495209043619791,0.8602545344259283,0.045231747188828046,0.0033712918412948695,0.13303412138535192,0.003879462054110605
